title:parker new nback 1, start timestamp:1606521675.819949, stop timestamp:1606521732.464127, headset type:EPOCPLUS, headset serial:4A2C14BBFA, headset firmware:634, channels:120, sampling rate:eeg_128;mot_32;pow_8, samples:7267      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1606521675.819949,106.000000,0.000000,4193.717773,4183.717773,4214.871582,4285.769043,4394.615234,4200.512695,4222.820313,4217.436035,4198.846191,4174.230957,4261.922852,4187.436035,4485.000000,4180.641113,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.827945,107.000000,0.000000,4201.794922,4174.615234,4227.820313,4295.897461,4409.743652,4203.077148,4225.256348,4226.282227,4208.333496,4191.666504,4270.769043,4200.512695,4501.794922,4192.948730,3542.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.835841,108.000000,0.000000,4206.282227,4177.436035,4230.769043,4293.846191,4495.384766,4220.641113,4226.538574,4231.922852,4218.333496,4215.512695,4278.205078,4205.641113,4510.897461,4220.256348,3491.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,27.000000,0.000000,0.699861,-0.353821,-0.600525,-0.156128,0.990250,-0.296880,0.029297,-35.440605,-119.331657,10.916305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.843536,109.000000,0.000000,4198.205078,4185.000000,4215.641113,4286.025879,4498.333496,4218.717773,4219.102539,4220.128418,4215.512695,4210.000000,4266.410156,4198.205078,4503.974121,4219.230957,3210.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.851232,110.000000,0.000000,4201.153809,4192.307617,4222.692383,4297.179688,4472.051270,4217.179688,4222.692383,4219.743652,4211.794922,4200.641113,4260.128418,4201.025879,4506.922852,4211.922852,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.859028,111.000000,0.000000,4214.743652,4202.948730,4244.743652,4322.307617,4505.897461,4234.871582,4244.230957,4241.282227,4215.128418,4214.102539,4277.436035,4215.256348,4525.641113,4227.307617,3542.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.866924,112.000000,0.000000,4217.948730,4208.846191,4241.410156,4322.948730,4536.282227,4235.769043,4241.922852,4241.025879,4215.641113,4232.051270,4289.358887,4220.000000,4534.487305,4230.769043,3491.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,28.000000,0.000000,0.698949,-0.351685,-0.604248,-0.150574,0.972671,-0.297368,0.016114,-35.440605,-119.331657,10.467689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.874820,113.000000,0.000000,4214.230957,4208.974121,4227.307617,4312.179688,4525.641113,4217.436035,4217.307617,4215.769043,4213.717773,4233.461426,4288.205078,4213.846191,4534.487305,4221.794922,3210.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.882715,114.000000,0.000000,4220.512695,4223.974121,4233.461426,4320.641113,4534.871582,4217.948730,4219.358887,4210.897461,4215.769043,4242.692383,4293.974121,4214.743652,4549.487305,4228.461426,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.890711,115.000000,0.000000,4232.436035,4238.077148,4246.153809,4338.333496,4561.794922,4235.641113,4234.358887,4228.333496,4221.282227,4272.948730,4303.333496,4228.333496,4572.307617,4239.102539,3542.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.898607,116.000000,0.000000,4235.256348,4221.666504,4251.153809,4339.871582,4551.153809,4231.922852,4232.692383,4233.717773,4222.820313,4271.794922,4301.153809,4236.538574,4574.230957,4237.179688,3491.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,29.000000,0.000000,0.697847,-0.351685,-0.606567,-0.146301,0.909194,-0.316899,0.012696,-35.889221,-119.780273,7.775998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.906502,117.000000,0.000000,4233.077148,4211.666504,4250.384766,4333.717773,4536.538574,4216.538574,4231.794922,4228.077148,4221.794922,4228.461426,4293.717773,4231.666504,4565.641113,4235.128418,3210.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.914398,118.000000,0.000000,4224.358887,4229.487305,4238.974121,4330.897461,4571.282227,4219.743652,4238.333496,4221.538574,4219.871582,4212.051270,4284.487305,4217.948730,4557.948730,4224.743652,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,5.010180,2.994810,1.551576,0.864239,1.298402,17.807673,6.215887,2.078611,1.633372,2.171740,2.763561,0.935255,1.229181,0.947403,1.458833,6.244314,1.533970,2.252939,1.435778,1.758821,5.975530,3.366051,9.692662,25.916372,27.405912,2.675255,1.455150,1.544467,2.041424,1.764289,1.628108,1.402563,0.924030,0.829158,1.167614,2.366170,2.571793,1.175061,1.095043,1.302232,1.766713,1.770306,1.194108,1.397986,1.068965,1.840315,3.175753,6.157487,8.922001,7.700089,4.824431,1.923422,2.605829,1.307985,2.007032,3.876835,1.969597,1.657279,1.103764,1.822390,13.917477,4.983940,2.082821,1.696961,2.023704,13.223186,4.987593,1.908210,1.068960,1.465190
1606521675.922394,119.000000,0.000000,4200.256348,4231.025879,4216.666504,4328.077148,4611.153809,4222.179688,4223.974121,4206.538574,4207.051270,4237.563965,4264.615234,4198.717773,4530.000000,4190.512695,3542.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.930289,120.000000,0.000000,4173.205078,4213.717773,4195.769043,4326.794922,4608.717773,4212.820313,4199.102539,4187.820313,4201.410156,4236.153809,4236.922852,4174.358887,4486.922852,4156.666504,3491.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,30.000000,0.000000,0.696806,-0.357971,-0.603455,-0.148865,0.915053,-0.325689,0.026368,-35.889221,-119.032578,9.719997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.937985,121.000000,0.000000,4155.897461,4211.538574,4183.589844,4325.897461,4608.205078,4212.820313,4203.717773,4184.487305,4203.333496,4211.666504,4217.051270,4155.897461,4463.846191,4137.179688,3210.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.945680,122.000000,0.000000,4141.282227,4207.948730,4171.538574,4330.512695,4633.974121,4217.563965,4220.000000,4188.333496,4193.846191,4211.025879,4205.769043,4147.307617,4456.666504,4117.051270,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.953276,123.000000,0.000000,4133.205078,4198.205078,4163.717773,4344.871582,4658.077148,4210.769043,4206.794922,4184.615234,4187.307617,4218.589844,4200.897461,4142.436035,4455.897461,4101.153809,3542.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.960972,124.000000,0.000000,4135.897461,4202.307617,4163.846191,4359.743652,4669.487305,4202.307617,4186.282227,4180.641113,4189.487305,4199.743652,4200.000000,4139.615234,4459.102539,4101.794922,3491.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,31.000000,0.000000,0.695832,-0.367493,-0.596985,-0.156128,1.005875,-0.348150,0.017090,-36.337833,-120.827042,8.523689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.968668,125.000000,0.000000,4136.538574,4204.358887,4165.641113,4374.230957,4671.538574,4197.436035,4190.256348,4180.897461,4184.487305,4176.666504,4196.666504,4135.641113,4459.102539,4103.717773,3210.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.976564,126.000000,0.000000,4136.410156,4202.307617,4176.922852,4401.794922,4684.102539,4198.846191,4203.717773,4184.743652,4184.743652,4208.589844,4198.846191,4143.461426,4471.666504,4104.230957,3552.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.984359,127.000000,0.000000,4141.922852,4201.153809,4184.102539,4433.333496,4705.128418,4212.692383,4205.384766,4184.102539,4188.846191,4232.307617,4200.769043,4153.461426,4490.769043,4105.641113,52.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.992155,0.000000,0.000000,4136.666504,4194.102539,4172.179688,4449.102539,4704.102539,4205.641113,4192.179688,4170.000000,4177.948730,4193.077148,4187.563965,4143.077148,4494.871582,4095.641113,3414.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,0.000000,0.000000,0.694529,-0.374390,-0.593384,-0.159241,0.967300,-0.327642,0.022461,-35.889221,-120.827042,9.719997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521675.999851,1.000000,0.000000,4134.871582,4203.205078,4170.897461,4476.666504,4697.051270,4186.153809,4188.461426,4168.846191,4182.051270,4211.153809,4188.077148,4139.743652,4520.256348,4095.128174,3501.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.007747,2.000000,0.000000,4153.077148,4234.487305,4190.897461,4523.974121,4708.846191,4183.846191,4205.256348,4193.077148,4205.897461,4279.743652,4211.922852,4157.307617,4579.871582,4114.487305,3369.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.015742,3.000000,0.000000,4153.717773,4247.051270,4190.128418,4555.641113,4710.897461,4177.307617,4201.922852,4194.871582,4192.948730,4256.025879,4213.846191,4157.307617,4609.743652,4115.128418,3583.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.023638,4.000000,0.000000,4128.205078,4232.692383,4164.615234,4561.153809,4681.666504,4159.871582,4173.205078,4170.641113,4155.256348,4194.230957,4185.512695,4137.436035,4592.948730,4090.641113,3594.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,1.000000,0.000000,0.693989,-0.376038,-0.592957,-0.159302,0.958999,-0.356451,0.034180,-35.440605,-120.827042,10.467689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.031334,5.000000,0.000000,4114.487305,4227.563965,4149.102539,4571.666504,4654.743652,4149.615234,4161.666504,4162.563965,4152.307617,4206.794922,4166.410156,4126.282227,4583.717773,4076.410156,3502.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.039030,6.000000,0.000000,4118.205078,4243.589844,4150.897461,4611.153809,4652.692383,4141.794922,4163.717773,4160.641113,4171.282227,4217.692383,4169.487305,4124.615234,4605.128418,4078.076904,3481.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,6.401201,3.147872,1.352322,0.882073,1.199354,19.420723,6.498061,1.940991,1.638638,1.948121,2.906762,0.780557,1.024634,0.874733,1.326939,5.754846,1.251389,2.013282,1.366665,1.634189,5.329475,2.853324,8.779205,25.735348,24.535177,2.426333,1.110686,1.048176,1.888295,1.570325,1.420131,1.251314,0.726424,0.702516,1.066540,2.198733,2.275143,1.102351,0.898807,1.189050,1.717758,1.568126,1.006250,1.041853,0.940599,2.002507,2.322799,5.521551,8.946402,7.799978,5.579882,1.642146,2.269146,1.173659,1.915974,4.201089,1.771706,1.310643,1.030878,1.703555,16.544249,5.049778,1.720889,1.586476,1.939206,15.908467,4.970603,1.610681,1.014201,1.342458
1606521676.046826,7.000000,0.000000,4113.461426,4252.307617,4151.666504,4643.589844,4651.922852,4130.641113,4145.000000,4142.436035,4160.256348,4194.871582,4174.743652,4123.333496,4626.538574,4069.487061,3345.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.054522,8.000000,0.000000,4107.051270,4251.282227,4145.000000,4662.563965,4635.256348,4131.538574,4132.051270,4131.922852,4135.128418,4196.410156,4171.922852,4122.051270,4630.384766,4056.281982,3221.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,2.000000,0.000000,0.693394,-0.377563,-0.592896,-0.158508,0.972183,-0.338384,0.019043,-36.038757,-121.126114,9.121843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.062218,9.000000,0.000000,4125.384766,4283.205078,4162.307617,4718.589844,4644.871582,4149.487305,4161.794922,4151.922852,4147.307617,4216.922852,4190.384766,4136.666504,4652.436035,4073.461426,3579.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.069913,10.000000,0.000000,4150.641113,4331.282227,4196.922852,4781.794922,4667.820313,4170.000000,4189.358887,4171.282227,4179.358887,4244.871582,4225.897461,4163.974121,4694.615234,4100.384766,3553.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.077709,11.000000,0.000000,4157.051270,4340.384766,4204.230957,4807.051270,4655.000000,4182.179688,4184.871582,4171.153809,4186.922852,4259.743652,4229.871582,4172.436035,4715.641113,4096.666504,3564.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.085405,12.000000,0.000000,4152.051270,4340.512695,4197.820313,4840.000000,4646.922852,4183.974121,4187.948730,4176.922852,4180.897461,4255.000000,4216.282227,4164.358887,4722.692383,4090.512939,3514.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,3.000000,0.000000,0.692869,-0.376099,-0.595276,-0.155334,0.942397,-0.310552,-0.006348,-36.487373,-121.873810,8.673228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.093101,13.000000,0.000000,4155.769043,4372.692383,4201.794922,4890.769043,4664.615234,4181.025879,4201.025879,4187.692383,4180.769043,4251.922852,4225.384766,4166.794922,4747.051270,4103.846191,3226.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.100997,14.000000,0.000000,4167.436035,4400.384766,4206.794922,4920.512695,4662.820313,4176.922852,4197.692383,4188.333496,4190.641113,4267.692383,4238.077148,4173.846191,4787.436035,4111.922852,3553.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.108992,15.000000,0.000000,4168.846191,4393.846191,4206.025879,4943.589844,4624.743652,4177.820313,4194.102539,4202.307617,4204.102539,4281.410156,4232.948730,4171.025879,4818.205078,4105.641113,3564.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.116888,16.000000,0.000000,4166.538574,4396.153809,4211.666504,4980.897461,4610.897461,4184.615234,4208.717773,4228.205078,4205.641113,4273.846191,4235.641113,4175.897461,4833.205078,4107.692383,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,4.000000,0.000000,0.692962,-0.367615,-0.602783,-0.145996,0.939956,-0.334966,-0.040040,-36.337833,-121.275658,8.523689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.124784,17.000000,0.000000,4176.282227,4420.897461,4223.077148,5016.410156,4636.666504,4191.666504,4214.102539,4225.512695,4203.461426,4282.948730,4254.102539,4192.692383,4842.948730,4127.051270,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521676.132680,18.000000,0.000000,4189.102539,4436.025879,4232.179688,5045.641113,4644.871582,4208.974121,4217.563965,4219.487305,4213.846191,4304.871582,4267.051270,4203.205078,4858.974121,4141.282227,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
